users,tweets,target
Depressed2102, whi the fuck am i still here,2
Depressed2102, i cant take thi anymor,1
Depressed2102, the guy that wa hit on me ha a girlfriend,2
Depressed2102, my sister is the fuck star of the famili and im fuck up in the head,2
Depressed2102, i cant do thi anymor,1
Depressed2102, none of my friend call me anymor you wanna know whi they dont care they left just like the rest,2
Depressed2102, and my therapist is on vaca forweek,1
Depressed2102, my mind is race,1
Depressed2102, i fuck hate my life,2
Depressed2102, just when you think thing are look up someth els crash down,1
Depressed2102, anoth shitti day still wonder whi im still here,2
Depressed2102, wake up or jump out of your sleep everi few hour becaus you have nightmar,2
Depressed2102, everi thought is a battl everi breath is a war and i dont think im win anymor,2
Depressed2102, are u ever like scare to sleep bc u know your go to have nightmar so u just lay in bed cri bc your so exhaust yeah me too,2
Depressed2102, all i fuck did the past hr wa make sure he wa ok but im just anoth girl i make everi effort he use me im such a disgrac,2
Depressed2102, i have to go to work with cut on my arm fuck me,2
Depressed2102, ive never want to just lock myself in a room so badli and cut myself,2
Depressed2102, all of my friend are leav me and i have nobodi to turn to,2
Depressed2102, depress af and i have cut up and down my arm,2
Depressed2102, i wish i had someon who care,2
Depressed2102, annnd i relaps,1
Depressed2102, truli dont know whi im still here,1
Depressed2102, it ok im not import anyway,1
Depressed2102, my best friend got a new boyfriend and i just know im go to be replac,2
Depressed2102, surviv anoth year happi th birthday to me ,1
Depressed2102, i wanna go back to sleep forev,2
Depressed2102, high key dont want to be here,1
Depressed2102, it ok im not import,1
Depressed2102, but you promis,1
Depressed2102, i get such anxieti when my parent argu,3
Depressed2102, never good enough,1
Depressed2102, run everi possibl scenario though my head of cous anxieti attack are the worst,2
Depressed2102, i hope my kid never lay in bed at night like i am now want to die,2
Depressed2102, im such a worthless piec of shit,2
Depressed2102, i guess i wasnt good enough again,1
Depressed2102, i wonder if one day ill be one of thosesecond,1
Depressed2102, im not suicid but if a car wa come at me i wouldnt necessarili run out of the way id just stand there,3
Depressed2102, i hate when peopl worri about me i open up to my boss tonight and now she spend the entir weekend worri about me great,2
Depressed2102, i waday clean then i realiz how good the blade felt against my skin and i just did itday down the drain,3
Depressed2102, shout out to for be there for me tonight,2
Depressed2102, okay nobodi out there want to talk ill just listen to my music,2
Depressed2102, pleas,1
Depressed2102, anybodi,1
Depressed2102, who want to talk i could realli use someon,2
Depressed2102, i guess i spoke too soon in my last tweet back in that depress state again,2
Depressed2102, proud to say that it almost beenyear sinc ive last cut and i believ i am complet recov i have those night but everyon doe,2
Depressed2102, peopl like you are the reason i have fuck mental issu,2
Depressed2102, my flashback scare me,2
Depressed2102, im so sick of be play dont tell me im beauti and then say oh yeah i wa just fuck with your head cuz i thought itd be funni,2
Depressed2102, done tell peopl my issu they cant keep quiet,2
Depressed2102, peopl alway say oh im scar for life now you dont know what it actual like to be scar for life take a walk in my shoe,2
Depressed2102, she said that it wont last forev these thought will go away wish they would go away now,2
Depressed2102, wish i had a way to cope with all thi besid cut im not gonna relaps i cant wish i had her so i could text her,1
Depressed2102, again just gonna sleep it all away,2
Depressed2102, my thought actual scare me,2
Depressed2102, scare of these thought linger in my head,2
Depressed2102, got to see my idol the other day wish she wa still here to help me with everyth miss her,2
Depressed2102, if it wasnt for that douch i wouldnt be the way i am today ,1
Depressed2102, realli cant even describ my feel rn,2
Depressed2102,day clean,1
Depressed2102,more follow and ill be atlove you guy,3
Depressed2102, but i cant sleep becaus that thought just keep linger omg i just want to cri,2
Depressed2102, well i guess ill get some sleep,2
Depressed2102, peopl say forget the past but i cant after what happen i just cant it haunt me and it will forev,2
Depressed2102, ill just text her in the morn,3
Depressed2102, ugh i need to vent to my best friend but she probabl sleep becaus it like midnight where i am,2
Depressed2102, the past haunt me ,2
Depressed2102, im never good enough for anyon,1
Depressed2102, he made me happi but i guess i wasnt good enough for him oh well,2
Depressed2102,day clean,1
Depressed2102, im so done with everyon and everyth i just wanna be left alon forev,1
Depressed2102, can i just die,2
Depressed2102,day clean,1
Depressed2102, stay strong guy,1
Depressed2102, my boyfriend might want to take a break cri,2
Depressed2102, miss my uncl so much late r i p ,1
Depressed2102, you probabl dont even care ,2
Depressed2102,day clean,1
Depressed2102, just becaus the scar have heal doesnt mean the pain ha,2
Depressed2102, i fuck hate you so much,2
Depressed2102, pleas im like beg you i just need someon to talk to,2
Depressed2102, pleas anybodi,1
Depressed2102, anybodi out there will to listen to my problem and give me advic tonight,2
Depressed2102, or just someon to talk to ,2
Depressed2102, ugh i need a therapist or someth,1
Depressed2102, i miss you so much you dont even realiz how much it hurt,2
Depressed2102, sorri i havent tweet in a while guy ive had alot go on,1
Depressed2102, if i could commit i probabl would im just not strong enough to,1
Depressed2102, becaus i cant do that to my idol she wouldnt want me to do that i just wish she wa still here to help me,2
Depressed2102, gonna start purg im sick of be fat,2
Depressed2102, im just so done word cant even explain,3
Depressed2102, actual gonna tri to stop eat becaus im done be fat,2
Depressed2102, talk about anorexia depress drug abus and suicid in health class make me realiz that im fat ugli and i shouldnt be here ,2
Depressed2102, so mani rumor are go around the school about me,1
Depressed2102, wake me up when it all over,1
Depressed2102, whi cant my life be normal cri,2
Depressed2102, im just so done,1
Depressed2102, can i just die,2
Depressed2102, night are the worst,2
Depressed2102, im so insecur it so bad,2
Depressed2102, my first thought when i walk intro school i hate everyon,2
Depressed2102, i wa serious think of end it tonight,2
Depressed2102, one of those night where i just need someon to hug me and tell me everyth is go to be okay,1
Depressed2102, all i want is to be happyhow is that so hard do peopl realli have to put me down everi singl day im just so done with everyon ,2
Depressed2102, all i want is to be happi,1
Depressed2102, im so done,1
Depressed2102, whi am i even still here,1
Depressed2102, dont dare call me beauti,1
Depressed2102, i wish i had someon who care,2
Depressed2102, im so tempt to cut i dont even know whi,2
Depressed2102, my mom just told me to go play with knive and cut myself some more,2
Depressed2102, my mom doesnt call my cut cut she call them slice,2
Depressed2102, no okay,1
Depressed2102, doe anybodi els have to ice their arm after they cut,1
Depressed2102, wellday clean again,1
Depressed2102, peopl wonder,1
Depressed2102, mayb there someth wrong with me,2
Depressed2102, day clean ,1
Depressed2102, trigger warn these were from last night,1
Depressed2102, pleas someon dm me im desper for someon to talk to,2
Depressed2102, pleas anybodi,1
Depressed2102, can someon dm me pleas i need to talk to someon,2
Depressed2102, fine,1
Depressed2102, whi am i even here,1
Depressed2102, i know u guy dont realli care none of you even talk to me anymor mayb ill just leav,2
Depressed2102, deep down im not,1
Depressed2102, my onli relief,2
Depressed2102, everyday,1
Depressed2102, it an addict,1
Depressed2102, im sorri,1
Depressed2102, everytim,1
Depressed2102, sometim i wish i had somebodi who care,2
Depressed2102, my mom found out about my self harm ,2
Depressed2102, you know my name not my stori,1
Depressed2102, just found out that the last relationship i wa in i wa be cheat on everi time,2
Depressed2102, my antidepress arent work,2
Depressed2102, whi am i alway use,1
Depressed2102, kill me,2
Depressed2102, i just wanna be put away get the fuck away from here,2
Depressed2102, someon found my blade and took them out of my room so i went out and boughtmore,1
Depressed2102, im gonna be the quiet girl in school thi year the one that sit in the back the one with no friend the one that hide her cut ,2
Depressed2102,longest relationshipmonth,2
Depressed2102,biggest wish go back in time toand watch the battl of gettysburg,2
Depressed2102,like yourself no,1
Depressed2102,lost someon special ye my aunt grace great noni,3
Depressed2102,drank no,1
Depressed2102,favorit artist kelli clarkson,1
Depressed2102,abort imagainst abort,1
Depressed2102,laugh until you cri nope never,1
Depressed2102,cooki or cake cooki,1
Depressed2102,cri yourself to sleep ye alot,2
Depressed2102,coke or sprite coke,1
Depressed2102,have a bf no im singl,1
Depressed2102,believ in ghost ye im actual a ghost hunter haha,1
Depressed2102,self harm ye,1
Depressed2102,done drug no,1
Depressed2102,biggest insecur my weight,1
Depressed2102,had sex ye,3
Depressed2102,took pill for no reason ye,2
Depressed2102,age im ,1
Depressed2102, im bore so dm me number ill answer them as my tweet if i dont do them tonight ill do it in the morn,2
Depressed2102, i realli am,1
Depressed2102, thi will be my happi place,1
Depressed2102, imagin thi thi is my everyday life,2
Depressed2102, liter,1
Depressed2102, nobodi ever realli ask,1
Depressed2102, i am that girl,2
Depressed2102, i draw too,1
Depressed2102, it show that they care,2
Depressed2102, my friend tri stop me from buy blade today they both tri pull me out of the store it didnt work but at least they tri,2
Depressed2102, im more broken than you think,3
Depressed2102, im that girl,2
Depressed2102, im just tire,1
Depressed2102, im use to it,1
Depressed2102, nobodi ever ask me about my scar they probabl dont care,2
Depressed2102, ive alway want someon to hug me and tell me it gonna be okay but it never happen it probabl never will,1
Depressed2102, it sad but it the truth,2
Depressed2102, i am alon,1
Depressed2102, my depress realli kick in late at night,1
Depressed2102, peopl alway say stay strong kid but it just not that easi,1
Depressed2102, i dont wanna fight thi war in my head anymor,2
sosadtoday, let go of neg thought seem like a fulltim job,1
sosadtoday, i want a warm chocol chip cooki to go down on me,2
sosadtoday, my face is annoy,1
sosadtoday, she die as she live … wonder whether she wa tire or die,2
sosadtoday, i realli should,1
sosadtoday, so much stuff is a piec of shit,2
sosadtoday, horoscop fuck,2
sosadtoday, my first reaction to anyth is oh no,3
sosadtoday, its embarrass that i still exist,1
sosadtoday, tuesday i will be read poem talk abt poetic shit onlin regist here,2
sosadtoday, ceo of obsess thought,1
sosadtoday, ah what is thi oh ye a mistak i have not learn from,1
sosadtoday, tire but also tire,1
sosadtoday, im annoy about more annoy stuff than you,3
sosadtoday, tonight in lo angel irl ,2
sosadtoday, hello it is i my own worst enemi,2
sosadtoday, for year ive been obsess about dudu one of the protagonist ofs leav societi,1
sosadtoday, in interview magazin talk aboutprocess ,2
sosadtoday, milk fed is out in paperback today,1
sosadtoday, fuck the mean of life,2
sosadtoday, gear up for a big relaunch of my psych,1
sosadtoday, when someon askhow are you ,1
sosadtoday, felt good for a second but then it went away,1
sosadtoday, ever just feel paranoid for your entir life,2
sosadtoday, have thehard conversbut with myself,2
sosadtoday, can you tell that im scare you hate me,2
sosadtoday, im more than will to be neurot and paranoid,3
sosadtoday, peopl like to feel a part of someth stupid,1
sosadtoday, so beauti,1
sosadtoday, i dont ask for help becaus then i have to deal with peopl,2
sosadtoday, its like i hate myself but i cant get enough,2
sosadtoday, whi becaus i have no selfesteem,1
sosadtoday, the miracl of life is annoy,1
sosadtoday, small talk is alway the worst thing that ever happen to me,2
sosadtoday, im do well except for everyth i dont wanna talk about becaus im in denial,2
sosadtoday, be obsess with you ha been a real pleasur,1
sosadtoday, my heart desir are like bad for me,2
sosadtoday, cant tell if thi is depress or emot progress,2
sosadtoday, we get the mystic origin we think we deserv,1
sosadtoday, i dont love my bodi,3
sosadtoday, i dont know how to live in the world,1
sosadtoday, peopl are alway likeits go to be okwhen they have no idea,1
sosadtoday, i love it when i didnt know you,3
sosadtoday, its alway nice to spend an even in hell,1
sosadtoday, listen its not my fault i dont love myself,3
sosadtoday, help i cant stop think,2
sosadtoday, lets just pretend i can control the uncontrol,2
sosadtoday, me and the amaz katherin are go to talk about the frasier final and i will read poem thank you,2
sosadtoday, milk fed now in paperback august ,1
sosadtoday, i dont understand how peopl just like do stuff,3
sosadtoday, i regret to inform you that i am awak,3
sosadtoday, i wa born not readi,1
sosadtoday, what do you mean you dont think its weird were aliv,3
sosadtoday, on augustyou too can be like darci and put my vomit in your pantri for sign vomit preorder here,1
sosadtoday, here let me just rip my heart out and give it to you,1
sosadtoday, i dont care what anyon think about me except i total do,1
sosadtoday, one time i wa chill and it veri badli,2
sosadtoday, ive never relax,2
sosadtoday, i dont care if its a healthi feel or an unhealthi feel i just dont want it,2
sosadtoday, your perform of pretend to care is spectacular,2
sosadtoday, wa awak for an hour so its time to go back to sleep,2
sosadtoday, im like a spong that doesnt know how to absorb anyth good,1
sosadtoday,im over iti said becaus i would clearli never be over it,1
sosadtoday, i dont want to know how i feel,2
sosadtoday, i mean im never not go through a difficult time,1
sosadtoday, i love set boundari and then be annoy by them,3
sosadtoday, no i dont rememb how to dress myself,1
sosadtoday, insecur is forev,1
sosadtoday, no of cours i didnt tell you my feel were hurt,2
sosadtoday, i hate that we had a connect,2
sosadtoday, and its backmeme by,1
sosadtoday, i have a headach probabl becaus i exist,1
sosadtoday, go back to bed forev,2
sosadtoday, probabl cri,1
sosadtoday, i know feel cant kill you but like i kind of feel like they can,2
sosadtoday, what if i never stop griev and then i die and still have to keep griev,2
sosadtoday, i am call on my feel to pleas stop,2
sosadtoday, it alway the anniversari of some dumb shit ive done,2
sosadtoday, i like the denial stage better than whatev thi one is,2
sosadtoday, whi am i not excit about my inner beauti,3
sosadtoday, youre damn right i never leav my comfort zone,3
sosadtoday, thank but ill be my own worst enemi,2
sosadtoday, bring your own serotonin,1
sosadtoday, said someth nice to myself but then wa like your wrong,1
sosadtoday, is it cool if i channel my anxieti into be obsess with you,1
sosadtoday, what the fuck is everyth,2
sosadtoday, i dont realli see the point of me,1
sosadtoday, take shit person so i can feel like i matter,2
sosadtoday, think about skincar and death,1
sosadtoday, the seven stage of get out of bed,2
sosadtoday, rejoin societi honey i never join,1
sosadtoday, no human interact thank,1
sosadtoday,augcometh superdooman antholog of my poemft the good shit from myout of print cult book — mother meat heart scarecron — last sext new intro by meget a sign copi,2
sosadtoday, forgav myself but then forgot,1
sosadtoday, whats wrong with me the music,2
sosadtoday, univers of avoid feel,2
sosadtoday, i mean fuck everyth kind of,2
sosadtoday, well today is alreadi destroy so might as well fuck it up some more,1
sosadtoday, to do denial anger bargain depress someth,2
sosadtoday, watch myself get more insecur in slow motion,1
sosadtoday, when peopl talk about selflov i feel like theyre joke,2
sosadtoday, someon sent melove and lightbut i never got the packag,3
sosadtoday, i love get attent and pretend i dont care about get attent,2
sosadtoday, awww look at these cute red flag,2
sosadtoday, sorri i cant im contempl my cosmic alon,1
sosadtoday, my podcast will be back as soon as i am abl to toler the sound of my own voic again,1
sosadtoday, remind that afterminut i alway want to leav,1
sosadtoday, i never did trust hope,2
sosadtoday, say no to everyth,1
sosadtoday, im a silenc addict i need more and more silenc just to maintain,1
sosadtoday, tri to figur out what to regret,3
sosadtoday, i dont have selfesteem but i do have an ego,1
sosadtoday, what doestay strongmean and do i have to,3
sosadtoday, do i support the polit and valu of peopl im follow honey i dont even know who the fuck im follow,2
sosadtoday, whats the point yo,1
sosadtoday, anxieti or it didnt happen,1
sosadtoday,dont be paranoid nah ill be paranoid ,3
sosadtoday, when peopl are nice to me i panic,1
sosadtoday, im not brave im just impuls,1
sosadtoday, am i go to get in troubl for be me,1
sosadtoday, im be true to myself by sleep all the time,2
sosadtoday, im veri no,1
sosadtoday, feel slightli off so obvious die,2
sosadtoday, power by insecur,1
sosadtoday, come hang out with my anxieti,1
sosadtoday, when i hear peopl talk i honestli feel like im from anoth planet,2
sosadtoday, let feel bad for each other,2
sosadtoday, if i were a tree i feel like it wouldnt be that cool of a tree,2
sosadtoday, im fine to be around peopl for five minut or less,1
sosadtoday, thi is a long apocalyps,1
sosadtoday, my version of impuls control is just regret,3
sosadtoday, univers of existenti alon,3
sosadtoday, i dont trust life,2
sosadtoday, q is everyth get shittier a ye,2
sosadtoday, no i cant just face realiti,2
sosadtoday, sorri but i hate everyth more than you do,2
sosadtoday, bad decis are so excit,1
sosadtoday, not sure how to exist,3
sosadtoday, i give great advic to everyon except me,3
sosadtoday, we should lose hope togeth,2
sosadtoday, when you realiz the person you were obsess with is just a person it sad,2
sosadtoday, no of cours i dont know what i want,1
sosadtoday, it feel good to know you suck now,2
sosadtoday, i never know what im feel becaus i dont want to,2
sosadtoday, spoiler existenti crisi,3
sosadtoday, high on regret,3
sosadtoday, no im not go to feel my feel,2
sosadtoday, forgot that life is pain and then rememb again,2
sosadtoday, will reveal my need make me unlov stay tune for the thrill conclus,2
sosadtoday, i feel confus but too tire to grappl with the confus which is in a strang way a relief,2
sosadtoday, we love you gian ,3
sosadtoday, oh look its a hell of my own make,2
sosadtoday, no i dont know what the fuck is go on what do i look like someon who know what the fuck is go on,2
sosadtoday, im cool when im alon,1
sosadtoday, whisper dure sex doe my stupid life look ok onlin,3
sosadtoday, i like it when i didnt know you exist,3
sosadtoday, i love when im not awak,3
sosadtoday, be aliv seem weird,1
sosadtoday, i can onli do like half a thing per day,2
sosadtoday, mayb im not suppos to be ok,1
sosadtoday, by relax i mean anxiou,1
sosadtoday, i fear miss out and be includ,2
sosadtoday, insecur is forev,1
sosadtoday, sorri i cant im compar myself to stranger on the internet,3
sosadtoday, whi ye ye i do hate everyth thank you for ask,2
sosadtoday, when someth appear good its usual bad,2
sosadtoday, the best advic i can give you is dont listen to me,2
sosadtoday, let roleplay you not be an asshol,2
sosadtoday, three year ago my friend came over and ate a banana at my hous and we start write a thing and it becam a thing,2
sosadtoday, if you need me ill be worri about shit beyond my control,2
sosadtoday, may i interest you in my passiv aggress attempt to be sort of okay,2
sosadtoday, come soon disappoint,2
sosadtoday, hello human my book is on sale,2
sosadtoday, ill give me someth to cri about,1
sosadtoday, the futur is annoy,3
sosadtoday, i would consid get out of bed if the world wa anoth bed,2
sosadtoday, i would like to be more attract,1
sosadtoday, other peopl make me feel the veri loneliest,2
sosadtoday, are we dead,2
sosadtoday, when someon flirt with me im like dont distract me from the existenti truth of my mortal alon unless youre readi to expand into the size and shape of the void and stay there,2
sosadtoday, i like to greet the new day by go back to bed,2
sosadtoday, thi book good,1
sosadtoday, everyon like it so i know it bad,2
sosadtoday, listen ive had enough opportun to grow,1
sosadtoday, my selfdoubt is beauti,1
sosadtoday, i fear the unknown and the known,2
sosadtoday, spoiler natur hate us,2
sosadtoday, proud support of the i didnt ask to be born defens,2
sosadtoday, it all good me lie,2
sosadtoday, i reject me befor you did,1
sosadtoday, when im eat in a bathroom that the real me,1
sosadtoday, oh god the fuck futur,2
sosadtoday, sometim i rememb i exist and im just like oh no,3
sosadtoday, lets softli destroy my life,2
sosadtoday, i invent frozen yogurt,1
sosadtoday, am i actual suppos to like live my life,2
sosadtoday, when someth good is about to happen i feel like it alreadi over,2
sosadtoday, i pretend to be strong so peopl will leav me alon,2
sosadtoday, can alreadi tell that my fate is go to be annoy,3
sosadtoday, when im alon im almost okay,1
sosadtoday, hous of the rise anxieti,1
sosadtoday, someon ask me how i wa do and i told them and it wa way too much,1
sosadtoday, i hate when the thing i need to do to stay aliv interfer with my dissoci,2
sosadtoday, let me know what i can do to make you like me,1
sosadtoday, here i made you thi mistak,2
sosadtoday, had a nightmar that i had to talk to peopl,2
sosadtoday, imagin think you are right about anyth,1
sosadtoday, what thi oh just my core underli issu,1
sosadtoday, have fun feel your feel ill be over here avoid mine,2
sosadtoday, be aliv feel like a problem,2
sosadtoday, i mean i wouldnt hang out with me,3
sosadtoday, i rectifi thi with my ouvr,1
sosadtoday, everyth annoy,3
sosadtoday, teach me how to leav the hous,1
sosadtoday, i prefer to not do anyth about my problem but still worri about them,1
sosadtoday, marri to the game and the game is wear the same cloth for five day,1
sosadtoday, lets ignor everyth,1
sosadtoday, what do you mean dont vent about the person who broke your heart to the person who broke your heart,3
sosadtoday, the best year of my life werent that great,2
sosadtoday, my mom hi me i wa born nonconsensu,2
sosadtoday, i dont like anyon or me,1
sosadtoday, too tire tolearn to love myself ,3
sosadtoday, i keep make littl nois like grnnghgh just to make sure im still aliv,2
sosadtoday, if its bad i assum its about me,2
sosadtoday, heal loneli with isol,1
sosadtoday, i keep mean to be a differ person,1
sosadtoday, stay strong seem fake and unnecessari,1
sosadtoday, i fuck love cri i just forget that i love it,1
sosadtoday, want to see a video of my father okay,2
sosadtoday, what doe stay strong even mean,3
sosadtoday, im tire of keep it togeth and im not even keep it togeth,2
sosadtoday, whatev im do im actual cri,2
sosadtoday, dont forget to take your antidepress,2
sosadtoday, buy my book fuckhead,2
sosadtoday, think about death and my hair at the same damn time,1
sosadtoday, a corpor is tri to give me a lectur about empathi,1
sosadtoday, selfquarantin ever,2
sosadtoday, forget to drink water for a year,1
sosadtoday, im not moistur hydrat or fill with selflov and it fine,1
sosadtoday, imagin if thi becam one of thoseposit affirmaccount lolol,1
sosadtoday, ok thats enough today for me go back to bed,2
sosadtoday, made the mistak of wake up,2
sosadtoday, can we have a zoom meet about whi you reject me,1
sosadtoday, sometim im like mayb i dont have depress anymor and then i do,2
sosadtoday, guilti,3
sosadtoday, oh look its a loss of interest in thing i onc enjoy,2
sosadtoday, im basic just a nap wait to happen,3
sosadtoday,are you subtweet me i dont know am i ,1
sosadtoday, tonight will be good febo rule,2
sosadtoday, im still afraid of my own feel the music,1
sosadtoday, thestage of grief,2
sosadtoday, its not that i want to be anoth person i dont want to be ani person,1
sosadtoday, have i found selfaccept no do i reluctantli toler myself also no,1
sosadtoday,to whom it may concern me wednesday ,2
sosadtoday, i have not found inner peac,1
sosadtoday, block my thought and feel,2
sosadtoday, may the miracl of passov shine in your heart forev,2
sosadtoday,oh hell nome everi fuck second,2
sosadtoday, no i cant just get out of bed,2
sosadtoday, fear of the futur is my natur rest state,1
sosadtoday, these book are good,1
sosadtoday, i did klezmeradjac baybee,1
sosadtoday, stay awak is a problem,1
sosadtoday, i feel like im over everyth but not enough to avoid disappoint,2
sosadtoday, first day of period no tampon in no underwear on too lazi to get up and rectifi the situat like the punk i fuck am,2
sosadtoday, the lost art of shut the fuck up,1
sosadtoday, spoiler still not enough,1
sosadtoday, im awar of what im do but not enough to stop,2
sosadtoday, im read tonight,2
sosadtoday, for the love of god can someon just get me out of my bodi,3
sosadtoday, feel anxiou about my face,2
sosadtoday, honey im my own hater,2
sosadtoday, one thing im into is a peac death,2
sosadtoday, some of you were love uncondit by your mother and it show,1
sosadtoday, my avoid attach style say hi,2
sosadtoday, whats the differ between my two twitter on here i spell itcumon i spell itcome ,1
sosadtoday, im either total silent or total overshar,2
sosadtoday, one thing i dont like is the way thing are,1
sosadtoday, my face realli get on my nerv,2
sosadtoday, hey sorri to bother you but can you quickli valid my exist,3
sosadtoday, if you cant handl me at my insomnia then you dont deserv me at my sleep all day,2
sosadtoday, sometim i think my selfesteem is get better and then its like,2
sosadtoday, whi cant i be your crush,3
sosadtoday, whisper dure sex do you think im enough,3
sosadtoday, my version of integr,1
sosadtoday, live in fear is my thing,2
sosadtoday, sad tonight,2
sosadtoday, i just want to sit quietli with my father,2
sosadtoday, i wish i wa a bagel with cream chees,2
sosadtoday, forgav myself but then punish myself for someth els,2
sosadtoday, when be awak isnt work,1
sosadtoday, donat my tweet to scienc,1
sosadtoday, tri do posit affirm and wa likebut what if im wrong ,2
sosadtoday, i feel overwhelm and im not do shit,2
sosadtoday, still confus by thi just gonna chill till someon tell me what to do or i turnalso dont understand what an nft is,3
sosadtoday, pleas keep societi away from me thx,2
sosadtoday, im in moder emot pain,2
sosadtoday, i love blame myself for shit that doesnt involv me,1
sosadtoday, i cant wait to tell you about my suffer,3
sosadtoday, director of leav me alon,1
sosadtoday, my bodi disappoint me more with each pass day,2
sosadtoday, im not the onli one who struggl but im the onli one i spend time with,1
sosadtoday, i am awak and readi to be mediocr,1
sosadtoday, i miss my home planet and have no idea what it is,2
sosadtoday, if you cant handl me at my constant state of exhaust then you dont deserv me at my caffein burst of anxiou intens,3
sosadtoday, what day is it,1
sosadtoday, noth good happen out of bed,2
sosadtoday, am i readi to becom a better me not realli,2
sosadtoday, im not that good at be a person,1
sosadtoday, i cant im selfsabotag,1
sosadtoday, my daili affirmuh ohoh nooh shitoh fuckfuck nohell nooh hell nonooofuckfuuuckno,2
sosadtoday, im alway kind of simultan annoy and turn on,1
sosadtoday, im a loser and its fine,2
sosadtoday, oh great anoth day,3
sosadtoday, i think ill spend the day imagin the worst,2
sosadtoday, spent five hour on pornhub when i meant to jerk off quickli and go to bed the music,1
sosadtoday, what my brain taught me about selftortur,1
sosadtoday, what a bag of dorito taught me about the seven stage of grief,2
sosadtoday, i have a lot of feel none of them good,2
sosadtoday, today wa not what youd calla good day ,1
sosadtoday, it me,1
sosadtoday, i like pic where you cant see my bodi or face,2
sosadtoday, brb figur out how to live,1
sosadtoday, i like to pretend that if i dont want to have a feel i can just not have it,2
sosadtoday, my book rec,1
sosadtoday, no i cant justaccept myself as i am ,1
sosadtoday, the best is when everyon shut up,2
sosadtoday, i alway assum im total fuck just to be safe,2
sosadtoday, look in mirror i dont trust you,2
sosadtoday, no matter what im do theres a littl voic in my head whisperwhats the point ,2
sosadtoday, today is the first day of the rest of my nap,3
sosadtoday, want to text someonhi wa just think about your dickbut thats how everi great tragedi begin,3
sosadtoday, how do u get vaccin feel confus can someon wake me up when its my turn thx,2
sosadtoday, too tire to figur shit out,2
sosadtoday, so to make a long stori realli fuck long,2
sosadtoday, masturb to a soft pretzel,2
sosadtoday,milk fed by melissa broder,1
sosadtoday, my power sourc is the fear of not be enough,2
sosadtoday, im bad at realiti,2
sosadtoday, how do you be nice to yourself without think it a lie,1
sosadtoday, im alway stare at peopl becaus im just like shock theyre fine with be aliv,3
sosadtoday, alway look for evid that i suck,1
sosadtoday, hi im the longterm effect of low selfesteem,1
sosadtoday, its hard to reach out and tell peopl what im go through becaus then i have to talk to them,2
sosadtoday, talk to my dear friend brad listi about a bunch of shit i forget what we talk about,2
sosadtoday, horoscop a lot of stuff hurt,2
sosadtoday, time not spent nap is a wast,3
sosadtoday, judg other is your drug,1
sosadtoday,tonightmepm pt ,2
sosadtoday, i wonder if peopl hate me more or less than i think they do,2
sosadtoday, ignor at first sight,1
sosadtoday, fear of failur keep me warm at night,2
sosadtoday, start to think that feel are just go to keep happen,2
sosadtoday, wish my mind could wear a condom,2
sosadtoday, i just wanna not feel thi moment,2
sosadtoday, i have a crush onpeopl none of them real,3
sosadtoday, well everyth remind me of die,2
sosadtoday, for the night crowd,1
sosadtoday, i built thi hell and now im gonna eat a snack here,2
sosadtoday, i want to start a club but like alon,1
sosadtoday, feel like soprano get all the love and famili matter doesnt get shit,2
sosadtoday, i feel confus,2
sosadtoday, whi doe everyon have to make everyth so stupid,3
sosadtoday, lie to myself feel like a soft cashmer blanket,2
sosadtoday, day me youll be go to bed earli tonight missi night me no,2
sosadtoday, hope just doesnt feel safe to me,2
sosadtoday, yo tell your mom to buy you my book thx,2
sosadtoday, what thi oh it just the pile of shame i carri around,3
sosadtoday, no i dont trust myself,2
sosadtoday, content warn the insid of my skull,1
sosadtoday, im not good at like know whats happen,1
sosadtoday, run away from the questionhow are you ,1
sosadtoday, i didnt choos the irrat fear the irrat fear chose me,2
sosadtoday, can never tell if im fight my demon or just hang out with them,2
sosadtoday, i listen to my intuit and it wa stupid,3
sosadtoday, my relationship with myself is bad,2
sosadtoday, recent studi show that im tire,1
sosadtoday, im veri consist im alway paranoid,3
sosadtoday, i love comfort myself with compuls behavior,3
sosadtoday, my selfesteem wa good forsecond,1
sosadtoday, i want to sleep but my phone want to be held,2
sosadtoday, my mind is full of terribl idea,1
sosadtoday, give up is the best,2
sosadtoday, what if i dont have to be a function human be but all thi time i thought i did,3
sosadtoday, due to person reason i will be ignor you,2
sosadtoday, my ambit is a futil defens mechan against the abyss,1
sosadtoday,her nonpm tweet lack the cold eye and blister verv of her pm tweetsylvia plath ghost on my tweet,3
sosadtoday, dont ask me for shit,2
sosadtoday, go away,1
sosadtoday, damn i hate everyth,1
sosadtoday, whisper dure sex leav me alon,3
sosadtoday, i am not heal or whole and its fine,1
sosadtoday, life is an annoy journey,1
sosadtoday, just thought whi am i suddenli paranoid no one like me but im alway paranoid no one like me,3
sosadtoday, ok tomorrow is last onlin event for milk fed itll be good bc is w my dear kristen iskandrian we go way back in oldalt lit worldlol back back when it wa callindi litshe ha her own damn bookstor now ,3
sosadtoday, be myself by sleep all the time,2
sosadtoday, listen its not my fault i want to sleep through my life,2
sosadtoday, no of cours i didnt tell you i have need,1
sosadtoday, my instagram is a piec of shit,2
sosadtoday, feel sentiment about shit that never happen,2
sosadtoday, we need to talk about me go back to sleep,2
sosadtoday, myfriend groupis cereal and a dog,2
